#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
907843	24392	117254	246562	250701	-	-	Gja1	Prdx1	Cx43	Hbp23	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907844	24392	54241	246562	248464	-	-	Gja1	Cltc	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907845	24392	311671	246562	260015	-	-	Gja1	Npepl1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907846	24392	29139	246562	247822	-	-	Gja1	Dcn	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907847	24392	56646	246562	248567	-	-	Gja1	Lgals1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907848	24392	29565	246562	248199	-	-	Gja1	Eef2	Cx43	Ef-2	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907849	24392	293725	246562	254421	-	-	Gja1	Eef1g	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907850	24392	364716	246562	264920	-	-	Gja1	Hist1h3f	Cx43	Hist1h4a	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907851	24392	24786	246562	246910	-	-	Gja1	Sod1	Cx43	CuZnSOD	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907852	24392	289257	246562	252853	-	-	Gja1	Spta1	Cx43	Spna1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907853	24392	299331	246562	256205	-	-	Gja1	Hsp90aa1	Cx43	Hsp90|Hspca|Hsp86	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907854	24392	81818	246562	249676	-	-	Gja1	Vim	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907855	24392	360854	246562	262257	-	-	Gja1	Arpc5	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907856	24392	83613	246562	249778	-	-	Gja1	Nefl	Cx43	NF-L|Nfl	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907857	24392	301458	246562	256969	-	-	Gja1	Ndufs1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907858	24392	299872	246562	256362	-	-	Gja1	Eif3e	Cx43	Eif3s6	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907859	24392	289820	246562	253032	-	-	Gja1	Actr2	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907860	24392	140655	246562	250819	-	-	Gja1	Rps16	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907861	24392	63868	246562	248912	-	-	Gja1	Hspd1	Cx43	Hspd1-30p|Hsp60	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907862	24392	25287	246562	247326	-	-	Gja1	Acadl	Cx43	LCAD|ACOADA	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907863	24392	84496	246562	249995	-	-	Gja1	Stau1	Cx43	Stau	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907864	24392	288620	246562	252627	-	-	Gja1	Cct6a	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907865	24392	170670	246562	250974	-	-	Gja1	Hadha	Cx43	RGD1560655	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907866	24392	29468	246562	248111	-	-	Gja1	Pdia3	Cx43	Grp58|ERp57|ER60	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907867	24392	25630	246562	247659	-	-	Gja1	Pkm2	Cx43	Pk3|PKM12	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907868	24392	116685	246562	250568	-	-	Gja1	Lmnb1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907869	24392	29366	246562	248020	-	-	Gja1	Serpine2	Cx43	Gdnpn1|Spin4|Pn-1|PI-7	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907870	24392	29271	246562	247942	-	-	Gja1	Cfl1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907871	24392	25518	246562	247550	-	-	Gja1	Ppia	Cx43	CYCA	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907872	24392	29236	246562	247913	-	-	Gja1	Rpsa	Cx43	Lamr1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907873	24392	290868	246562	253349	-	-	Gja1	Qars	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907874	24392	305332	246562	258134	-	-	Gja1	Limch1	Cx43	RGD1305269	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907875	24392	116483	246562	250460	-	-	Gja1	Dars	Cx43	DRS1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907876	24392	680522	246562	595458	-	-	Gja1	Hist1h1b	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907877	24392	64158	246562	248985	-	-	Gja1	Tuba1a	Cx43	Tuba1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907878	24392	192255	246562	251381	-	-	Gja1	Ubb	Cx43	UBC	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907879	24392	493810	246562	268810	-	-	Gja1	Capza2	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907880	24392	58819	246562	248626	-	-	Gja1	Txnrd1	Cx43	Tr	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907881	24392	691149	246562	605958	-	-	Gja1	Capza1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907882	24392	81664	246562	249564	-	-	Gja1	Gnai2	Cx43	Galphai2	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907883	24392	25697	246562	247726	-	-	Gja1	Ctsl1	Cx43	Ctsl|CATHL	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907884	24392	29213	246562	247891	-	-	Gja1	Tubb4a	Cx43	Tubb4	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907885	24392	361791	246562	262960	-	-	Gja1	Nrm	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907886	24392	140661	246562	250822	-	-	Gja1	Rplp1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907887	24392	293448	246562	254272	-	-	Gja1	Uqcrc2	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907888	24392	64371	246562	249055	-	-	Gja1	Prdx3	Cx43	Prx3	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907889	24392	291671	246562	253601	-	-	Gja1	Hspa9	Cx43	Hspa9a	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907890	24392	24383	246562	246554	-	-	Gja1	Gapdh	Cx43	Gapd	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907891	24392	361527	246562	262748	-	-	Gja1	Pld3	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907892	24392	301252	246562	256892	-	-	Gja1	Hsp90ab1	Cx43	HSP90-BETA|HSPC2|HSP90B|Hspcb	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907893	24392	296554	246562	255395	-	-	Gja1	Tubb4b	Cx43	Tubb2|Tubb2c	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907894	24392	362332	246562	263368	-	-	Gja1	Flnc	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907895	24392	24468	246562	246629	-	-	Gja1	Hspa8	Cx43	Hsc70	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907896	24392	307351	246562	258690	-	-	Gja1	Tubb6	Cx43	RGD1305887	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907897	24392	113898	246562	250207	-	-	Gja1	Prdx5	Cx43	Aoeb166	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907898	24392	293860	246562	254490	-	rCG_43821	Gja1	Flna	Cx43	RGD1560614	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907899	24392	79256	246562	249454	-	-	Gja1	Hnrpd	Cx43	Hnrnpd|Auf1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907900	24392	288064	246562	252439	-	-	Gja1	Kpna1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907901	24392	85492	246562	250112	-	-	Gja1	Psmb7	Cx43	Z	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907902	24392	287984	246562	252405	-	-	Gja1	Psmd2	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907903	24392	25617	246562	247646	-	-	Gja1	Hspa5	Cx43	BIP	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907904	24392	307821	246562	258820	-	-	Gja1	Psmd7	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907905	24392	83531	246562	249747	-	-	Gja1	Vdac2	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907906	24392	362182	246562	263248	-	-	Gja1	Rcn1	Cx43	Rcn	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907907	24392	24333	246562	246510	-	-	Gja1	Eno1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907908	24392	25176	246562	247232	-	-	Gja1	Slc25a5	Cx43	Ant2	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907909	24392	85333	246562	250085	-	-	Gja1	Slc25a4	Cx43	Ant1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907910	24392	24211	246562	246399	-	-	Gja1	Atp1a1	Cx43	Nkaa1b	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907911	24392	24392	246562	246562	-	-	Gja1	Gja1	Cx43	Cx43	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907912	24392	363150	246562	263997	-	-	Gja1	Tmem103	Cx43	RGD1305478	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907913	24392	287446	246562	252166	-	-	Gja1	Rai12	Cx43	DERP6	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907914	24392	308901	246562	259184	-	-	Gja1	Trim21	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907915	24392	84013	246562	249879	-	-	Gja1	Hsd17b12	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907917	308901	24392	259184	246562	-	-	Trim21	Gja1	-	Cx43	Biochemical Activity	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	Ubiquitination	-	E1- ube1|E2- ubch5a	-	BioGRID
907918	308901	7321	259184	113169	-	-	Trim21	UBE2D1	-	UBCH5|UBCH5A|E2(17)KB1|SFT|UBC4/5	Reconstituted Complex	physical	Chen VC (2012)	23106098	10116	9606	High Throughput	-	-	-	E1- ube1|E2- ubch5a	-	BioGRID
907919	308901	24392	259184	246562	-	-	Trim21	Gja1	-	Cx43	Affinity Capture-Western	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907920	50522	24392	248372	246562	-	-	Ubc	Gja1	-	Cx43	Affinity Capture-Western	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
908530	4846	24242	110909	246428	-	rCG_20808	NOS3	Calm1	eNOS|ECNOS	CaMII|Calm2|CaMI|Calm3	Co-crystal Structure	physical	Aoyagi M (2003)	12574113	9606	10116	Low Throughput	-	-	-	CaM-binding region (residues 492 to 511) of NOS3 used for structure	-	BioGRID
914321	29496	23521	248136	117068	-	-	Erbb3	RPL13A	-	L13A|TSTA1	Two-hybrid	physical	Yoo JY (1999)	10095121	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
914322	29496	23521	248136	117068	-	-	Erbb3	RPL13A	-	L13A|TSTA1	Affinity Capture-Western	physical	Yoo JY (1999)	10095121	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
914323	29496	23521	248136	117068	-	-	Erbb3	RPL13A	-	L13A|TSTA1	Reconstituted Complex	physical	Yoo JY (1999)	10095121	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
914515	81657	50522	249557	248372	-	-	Gabbr1	Ubc	-	-	Affinity Capture-Western	physical	Zemoura K (2013)	24114844	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
914516	83633	50522	249797	248372	-	-	Gabbr2	Ubc	Gpr51	-	Affinity Capture-Western	physical	Zemoura K (2013)	24114844	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
914517	81657	83633	249557	249797	-	-	Gabbr1	Gabbr2	-	Gpr51	Affinity Capture-Western	physical	Zemoura K (2013)	24114844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914564	292464	24818	253846	246940	-	-	Katna1	Tcp1	-	Tcp-1|CCTalpha	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914565	292464	192277	253846	251401	-	-	Katna1	Stip1	-	-	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914566	292464	25558	253846	247589	-	-	Katna1	Stxbp1	-	Unc18-1|rbSec1A|Munc18-1|NSEC1A|rbSec1|Sec1|nSec1|rbSec1B|ANC18HA|n-sec1	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914567	292464	360921	253846	262306	-	-	Katna1	Rufy3	-	Ripx|Singar1	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914568	292464	24644	253846	246779	-	-	Katna1	Pgk1	-	Pgk	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914569	292464	114764	253846	250409	-	-	Katna1	Mapre1	-	Eb1	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914570	292464	25595	253846	247625	-	-	Katna1	Map2	-	Mtap2|MAP2R	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914571	292464	291852	253846	253664	-	-	Katna1	Katnb1	-	-	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914572	292464	24479	253846	246640	-	-	Katna1	Idh1	-	-	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914573	292464	24472	253846	246633	-	-	Katna1	Hspa1a	-	Hspa1b|Hspa1|Hsp70-1|HSP72	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914574	292464	24468	253846	246629	-	-	Katna1	Hspa8	-	Hsc70	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914575	292464	301252	253846	256892	-	-	Katna1	Hsp90ab1	-	HSP90-BETA|HSPC2|HSP90B|Hspcb	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914576	292464	299331	253846	256205	-	-	Katna1	Hsp90aa1	-	Hsp90|Hspca|Hsp86	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914577	292464	24701	253846	246831	-	-	Katna1	Pygm	-	Muscpho	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914578	292464	25416	253846	247451	-	-	Katna1	Dpysl2	-	Crmp2|TOAD-64	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914579	292464	300250	253846	256511	-	-	Katna1	Krt1	-	Kb1	Affinity Capture-MS	physical	Yang SW (2013)	23904609	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914611	24598	50522	246738	248372	-	-	Nos1	Ubc	bNOS	-	Affinity Capture-Western	physical	Mezghenna K (2013)	24186360	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
914612	287155	24598	252046	246738	-	-	Stub1	Nos1	Chip	bNOS	Affinity Capture-Western	physical	Mezghenna K (2013)	24186360	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
914613	287155	24472	252046	246633	-	-	Stub1	Hspa1a	Chip	Hspa1b|Hspa1|Hsp70-1|HSP72	Affinity Capture-Western	physical	Mezghenna K (2013)	24186360	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
915481	24392	25489	246562	247522	-	-	Gja1	Nedd4	Cx43	Nedd4a	Affinity Capture-Western	physical	Liao CK (2013)	24236122	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
915482	24392	50522	246562	248372	-	-	Gja1	Ubc	Cx43	-	Affinity Capture-Western	physical	Liao CK (2013)	24236122	10116	10116	Low Throughput	-	-	-	likely ubiqiutin conjugate	-	BioGRID
918143	50522	24768	248372	246892	-	-	Ubc	Scnn1g	-	ENaC	Affinity Capture-Western	physical	Gille T (2013)	24093724	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
919301	24185	84027	246375	249893	-	-	Akt1	Gsk3b	Akt	-	Biochemical Activity	physical	Schattenberg JM (2005)	15632182	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
919308	314621	299331	260776	256205	-	-	Stk11	Hsp90aa1	Lkb1	Hsp90|Hspca|Hsp86	Affinity Capture-Western	physical	Boudeau J (2003)	12489981	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
919309	314621	114562	260776	250380	-	-	Stk11	Cdc37	Lkb1	-	Affinity Capture-Western	physical	Boudeau J (2003)	12489981	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
927887	65180	56817	249292	248591	-	-	Kcnd2	Kcnip2	RK5|Shal1|Kv4.2	KCHIP2	Reconstituted Complex	physical	Han W (2006)	16820361	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
927959	274	140694	106771	250837	-	-	BIN1	Dnm1	SH3P9|AMPHL|AMPH2	Dnm	Reconstituted Complex	physical	Leprince C (1997)	9182529	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
927961	140639	22230	250817	204430	-	-	Nploc4	Ufd1l	Npl4	Ufd1	Co-purification	physical	Bebeacua C (2012)	22232657	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
927962	140639	269523	250817	234661	-	RP23-124L1.5	Nploc4	Vcp	Npl4	3110001E05|CDC48|p97|p97/VCP	Co-purification	physical	Bebeacua C (2012)	22232657	10116	10090	Low Throughput	-	-	-	-	-	BioGRID
927963	140639	269523	250817	234661	-	RP23-124L1.5	Nploc4	Vcp	Npl4	3110001E05|CDC48|p97|p97/VCP	Co-crystal Structure	physical	Bebeacua C (2012)	22232657	10116	10090	Low Throughput	-	-	-	3D reconstructions and CryoEM Analysis	-	BioGRID
927964	140639	22230	250817	204430	-	-	Nploc4	Ufd1l	Npl4	Ufd1	Co-crystal Structure	physical	Bebeacua C (2012)	22232657	10116	10090	Low Throughput	-	-	-	3D reconstructions and CryoEM Analysis	-	BioGRID
927977	25150	25414	247215	247449	-	-	Fyn	Bcar1	-	Crkas|P130CAS|Cas	Biochemical Activity	physical	Nishio H (2001)	11181827	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
932323	245922	53372	251446	248440	-	-	Nupl1	Nup54	p58/p45	-	Reconstituted Complex	physical	Ulrich A (2014)	24574455	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932324	65274	53372	249332	248440	-	-	Nup62	Nup54	Np62	-	Reconstituted Complex	physical	Ulrich A (2014)	24574455	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932352	24413	50522	246578	248372	-	-	Nr3c1	Ubc	Gcr|Grl|GR	-	Affinity Capture-Western	physical	Shi R (2014)	24334056	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932353	24413	287155	246578	252046	-	-	Nr3c1	Stub1	Gcr|Grl|GR	Chip	Affinity Capture-Western	physical	Shi R (2014)	24334056	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932354	24413	314856	246578	260847	-	-	Nr3c1	Mdm2	Gcr|Grl|GR	-	Affinity Capture-Western	physical	Shi R (2014)	24334056	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932355	81715	362301	249591	263349	-	-	Camlg	Tmub1	Caml	Hops	Affinity Capture-Western	physical	Liu M (2012)	22426572	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932379	59312	59312	248756	248756	-	-	Shank3	Shank3	Prosap2	Prosap2	Affinity Capture-Western	physical	Mameza MG (2013)	23897824	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932380	81859	59312	249689	248756	-	-	Sharpin	Shank3	Conneck1	Prosap2	Affinity Capture-Western	physical	Mameza MG (2013)	23897824	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932381	64159	59312	248986	248756	-	-	Sptan1	Shank3	A2a|Spna2|IPF	Prosap2	Affinity Capture-Western	physical	Mameza MG (2013)	23897824	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932840	29560	50522	248194	248372	-	-	Hif1a	Ubc	MOP1	-	Affinity Capture-Western	physical	Lonati E (2014)	24478626	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932841	29560	58921	248194	248662	-	-	Hif1a	Foxm1	MOP1	-	Affinity Capture-Western	physical	Lonati E (2014)	24478626	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932842	29560	298696	248194	255996	-	-	Hif1a	Pin1	MOP1	-	Affinity Capture-Western	physical	Lonati E (2014)	24478626	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932843	298696	29560	255996	248194	-	-	Pin1	Hif1a	-	MOP1	Affinity Capture-Western	physical	Lonati E (2014)	24478626	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932894	690244	24705	605061	246835	-	-	Sumo2	Rara	Smt3h2|Smt3A	-	Affinity Capture-Western	physical	Zhu L (2009)	19850744	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932895	690244	5914	605061	111849	-	-	Sumo2	RARA	Smt3h2|Smt3A	RAR|NR1B1	Reconstituted Complex	physical	Zhu L (2009)	19850744	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
932896	5914	690244	111849	605061	-	-	RARA	Sumo2	RAR|NR1B1	Smt3h2|Smt3A	Reconstituted Complex	physical	Zhu L (2009)	19850744	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
932897	300860	24705	256741	246835	-	-	Senp6	Rara	-	-	Affinity Capture-Western	physical	Zhu L (2009)	19850744	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
932898	300860	24705	256741	246835	-	-	Senp6	Rara	-	-	Reconstituted Complex	physical	Zhu L (2009)	19850744	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
933142	117268	29738	250715	248350	-	-	Khdrbs1	Kcnab2	P62|Sam68	-	Affinity Capture-Western	physical	Kim Y (2004)	15062979	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
933848	140930	63879	250864	248914	-	-	Faim	Xiap	-	riap3|Birc4|Api3	Affinity Capture-Western	physical	Moubarak RS (2013)	24305822	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
933851	63879	288753	248914	252677	-	-	Xiap	Diablo	riap3|Birc4|Api3	Smac	Affinity Capture-Western	physical	Moubarak RS (2013)	24305822	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
